Artist,Lyrics,Song
Charlie Puth ,"   (One, two, three, four)  Lonely when you're in his arms Yeah, you know I prayed for that, prayed for that, yeah Your laundry dipped in my cologne 'Cause you know it takes you back, takes you back  Tell me, do you ever miss me when I'm gone? (Gone) Wonderin' what body I'll be on (On) We can reconsider if you want (Want) Baby, don't forget about me ever-er  I hope the memory's killin' you over there Don't even front, you know that you just can't compare What it used to be I hope your jacket smells like me My baby, yeah And when you touch him, does it really feel the same? Or are you lyin' there, thinkin' about the way That it used to be? I hope your jacket smells like me My baby  Candles, they're the same as mine But it's not because of me, 'cause of me (Right) When will (When will) you quit wastin' your time? Oh, if he knew that you keep little things to remind you  Tell me, do you ever miss me when I'm gone? (Gone) Wonderin' what body I'll be on (On) We can reconsider if you want (Want) Baby, don't forget about me ever-er  I hope the memory's killin' you over there (Over there) Don't even front, you know that you just can't compare What it used to be (Oh) I hope your jacket smells like me My baby, yeah And when you touch him, does it really feel the same? (Feel the same) Or are you lyin' there, thinkin' about the way That it used to be? (That it used to be, oh) I hope your jacket smells like me My baby  Are you sleepin' in my T-shirt again? How's it feel when you press it, press it Up against your skin, while you breathe it in I know that you remember, 'member  I hope the memory's killin' you over there (Over there) Don't even front, you know that you just can't compare What it used to be (Yeah) I hope your jacket smells (Like) like me My baby, yeah (Baby) And when you touch him, does it really feel the same? (Don't feel the same) Or are you lyin' there, thinkin' about the way That it used to be? (Oh, yeah) I hope your jacket smells like me My baby ",Smells Like Me 
Charlie Puth ,"   Memories follow me left and right I can feel you over here, I can feel you over here You take up every corner of my mind (Whatcha gon' do now?)  Ever since the da-day y-you went away (No, I don't know how) How to erase your body from out my brain (Whatcha gon' do now?) Maybe I should just focus on me instead (But all I think about) Are the nights we were tangled up in your bed  Oh no (Oh no) Oh no (Oh no) You're going 'round in circles, got you stuck up in my head (Yeah)  Memories follow me left and right (I can feel you over here, I can feel you over here) (You take up every corner of my mind) Your love stays with me day and night (I can feel you over here, I can feel you over here) (You take up every corner of my mind) (Whatcha gon' do now?)  Ever since the da-day y-you went away (Someone tell me how) How much more do I gotta drink for the pain (Whatcha gon' do now?) You did things to me that I just can't forget (Now all I think about) Are the nights we were tangled up in your bed  Oh no (Oh no) Oh no (Oh no) You're going 'round in circles, got ya stuck up in my head (Yeah)  Memories follow me left and right (I can feel you over here, I can feel you over here) (You take up every corner of my mind) Your love stays with me day and night (I can feel you over here, I can feel you over here) (You take up every corner of my mind) (Whatcha gon' do now?)  Did ya know you're the one that got away And even now, baby, I'm still not okay? Did ya know that my dreams, they're all the same Everytime I close my eyes?  Memories follow me left and right (I can feel you over here, I can feel you over here) (You take up every corner of my mind) (Whatcha gon' do now?) Your love stays with me day and night (I can feel you over here, I can feel you over here) (You take up every corner of my mind) (Whatcha gon' do now?)  (I can feel you over here, I can feel you over here) (You take up every corner of my mind) (Whatcha gon' do now?) ",Left And Right 
Charlie Puth ,"   Oh, I'm such a loser How'd I ever lose her? Oh, maybe I must have been out of my mind Now I'm a loser, why'd I have to lose her? I'll never recover, I'll never be fine, 'cause I  I just might get a little too drunk so I won't think about us I don't think about what we could have been And I stay up like three or four nights so I won't dream about us Wake up with no luck I just can't win  I should have seen it all along (Ah) She was one in a million (Ah) It hurts whenever someone says her name (Someone says her name) When we were going off and on (Ah) I guess I really played it wrong (Ah) I should have never let her slip away  Oh, I'm such a loser How'd I ever lose her? Oh, maybe I must have been out of my mind Now I'm a loser, why'd I have to lose her? I'll never recover, I'll never be fine, 'cause I  I just might been a little too gone when she needed somebody Up against her body (Ooh) at 2 am Yeah, and now I keep lying to myself when she's just joking probably (She's joking probably) She'll probably call me and we'll be us again  I should have seen it all along (Ah) She was one in a million (Ah) Now she's in love and I'm in second place (Damn)  Oh, I'm such a loser How'd I ever lose her? (Lose her) Oh, maybe I must have been out of my mind Now I'm a loser, why'd I have to lose her? I'll never recover, I'll never be fine, 'cause I  Oh my, my, my, my Oh my, my, my, my Oh my, my, my, my, I'm a loser (I say) Oh my, my, my, my Oh my, my, my, my Oh my, my, my, my, I'm a loser  Tell me God is real Do you think about me still Or am I living for nothing? Don't know where it went wrong but I'll just take the hint It's gonna take some adjusting  Oh, I'm such a loser How'd I ever lose her? Oh, maybe I must have been out of my mind Now I'm a loser, why'd I have to lose her? (I'll never) I'll never recover, I'll never be fine, 'cause I I'm a loser  Oh my, my, my, my Oh my, my, my, my Oh my, my, my, my, I'm a loser (I say) Oh my, my, my, my (Oh, I say) Oh my, my, my, my (And I say) Oh my, my, my, my, I'm a loser ",Loser 
Charlie Puth ,"   It's the last, it's the last time Oh, that's what I keep saying about us In the past, put you back there I try moving on but you never budge  So I never get to give my love to someone who actually deserves it all 'Cause I turn around and you're there saying, ""Please don't go"" So I take you back 'cause when you're sad, I'm sad Baby, don't do that 'cause when you're sad, I'm sad (Yeah)  Wonder why you're calling me so late when you know I'm gonna worry I can hear, hear the tears in your eyes when you say, ""Please come and get me""  So I never get to give my love to someone who actually deserves it all 'Cause I turn around and you're there saying, ""Please don't go"" So I take you back 'cause when you're sad, I'm sad (Yeah) Baby, don't do that 'cause when you're sad, I'm sad  Oh, you don't understand a goodbye 'Cause it's been over for a long time You know how to make me fall for you Just like that Baby, just like that Baby, just like that Baby, just like that Baby, just like that Ooh  It's the last, it's the last time Oh, that's what I keep saying about us In the past, put you back there I try moving on but I just give up  Guess I'll never get to give my love to someone who actually deserves it all 'Cause I turn around and you're there saying, ""Please don't go"" So I take you back 'cause when you're sad, I'm sad Baby, don't do that 'cause when you're sad, I'm sad 'Cause you know that you're the best I ever had Yeah, I'll take you back 'cause when you're sad, I'm sad ",When You're Sad I'm Sad 
Charlie Puth ,"   All I got left are the marks on my neck after you let me go It's hard to forget when you messed up my head, 'cause I let you get too close, yeah  I should of never have, never have, never opened my heart again Wasn't worth it Why did I let you, I let you, I let you get all under my skin Wasn't worth it  On the surface You were perfect But ya didn't really come to stay Now when I look In the mirror I slowly watch you fade away  'Cause all I got left are the marks on my neck after you let me go It's hard to forget when you messed up my head, 'cause I let you get too close Now all I got left are the marks on my neck after you let me go It's hard to forget when you messed up my head, 'cause I let you get too close  I tried to cover it, cover it, cover it with foundation Didn't help it Try to get over you, over you, over you but you dug in And I felt it  On the surface You were perfect But ya didn't really come to stay Now when I look In the mirror I slowly watch you fade away  'Cause all I got left are the marks on my neck after you let me go It's hard to forget when you messed up my head, 'cause I let you get too close Now all I got left are the marks on my neck after you let me go It's hard to forget when you messed up my head, 'cause I let you get too close It's hard to forget when you messed up my head, 'cause I let you get too close ",Marks On My Neck 
Charlie Puth ,"   I'm sick and tired of singing the wrong words (Words that you don't want to hear) Tryna play these chords that we danced to (Right before you disappeared) Hoping that my voice will remind you (Everything that we've been through) All I make is music for crying (Gonna need some more tissues) Oh, like a river they fall Tell me why every song I write sounds so sad, sad, sad  I can't get my mind off you Baby you're responsible for all these tears on my piano (All these tears on my piano) Can't think of a melody that makes you come back to me Got all these tears on my piano (All these tears on my piano)  I'm sick and tired of singing the wrong words (Words that I don't want to say) Tryna play these chords that we danced to (But they'll never sound the same) Hoping that my voice will remind you (When the radio comes on) All I make is music for crying ('Cause you're the only one I want) Oh, like a river they fall (Like a river they fall) Tell me why every song I write sounds so sad, sad, sad  I can't get my mind off you (Mind off you) Baby, you're responsible for all these tears on my piano (All these tears on my piano) Can't think of a melody (Melody), that makes you come back to me Got all these tears on my piano (All these tears on my piano)  Yeah, you know who you are I won't say any names I just want you to feel what I feel (All these tears on my piano) So if it's on in your car, I don't have any shame That every song I write is, I want you back It's so fucking sad, baby  I can't get my mind off you (Mind off you) Baby, you're responsible for all these tears on my piano (All these tears on my piano) Can't think of a melody (Melody) that makes you come back to me Got all these tears on my piano (All these tears on my piano) Yeah, you know who you are I won't say any names I just want you to feel what I feel (All these tears on my piano)  Can't think of a melody that makes you come back to me Got all these tears on my piano (All these tears on my piano) ",Tears On My Piano 
Charlie Puth ,"   Get her name and get her number Find out all of the things that we have in common Never all the differences, oh, yeah Meet her parents, meet her brother Then she starts sleepin' over the crib on weekends Like a real relationship, oh, no  For me, the stars are alignin' But for her, it's bad timin' So she just can't be mine  I don't think that I like her anymore Girls are all the same All they wanna do is break my heart, my heart (Oh-oh) I don't think that I like her anymore Girls are all the same They just wanna see me fall apart, apart (Oh-oh)  So I hook up on a rebound And I say that I'm gonna be single for life But she's so pretty and nice (Pretty and nice) So I made just one exception But I find out eventually I'm not her type Baby, that's the reason why, that  For me, the stars are alignin' But for her, it's bad timin' So she just can't be mine  I don't think that I like her anymore (Yeah) Girls are all the same All they wanna do is break my heart, my heart (Oh-oh) I don't think that I like her anymore (No) Girls are all the same They just wanna see me fall apart, apart (Oh-oh)  I'm tryin' not to be bitter But damn it, I'll miss her 'Cause she's one of a kind (One of a kind)  For me, the stars are alignin' But for her, it's bad timin' So she just can't be mine  I don't think that I like her anymore Girls are all the same All they wanna do is break my heart, my heart (Oh-oh) I don't think that I like her anymore Girls are all the same They just wanna see me fall apart, apart (Oh-oh)  (I don't think that I like her anymore Girls are all the same All they wanna do is break my heart) Then we fall, we fall, fall, fall apart now  I don't think that I like her anymore Girls are all the same They just wanna see me fall apart, apart (Oh-oh) ",I Don't Think That I Like Her 
Charlie Puth ,"   Oh, I got no more drama in my life And it's such a blessing I'm so glad I finally realized I'm better without you I got no more drama in my life And it's been amazing I'm so glad I finally realized I'm better without you, uh  Took a year 'fore I recognized (Recognized) That our love had already died, uh (Already died) Baby, I was down bad, I was down bad, now I'm healing, yeah Some nights you would stay here (Stay here) Some nights you would disappear (Disappear) No, I'll never go back, never go back to that feeling  Baby, I ain't even wondering (Ah-ah) About everything we could've been (Ah-ah) Ever since you looked me in my eyes Turned around and said goodbye  Oh, I got no more drama in my life And it's such a blessing I'm so glad I finally realized I'm better without you I got no more drama in my life (In my life) And it's been amazing I'm so glad I finally realized (Yeah) I'm better without you  You start fights while we're up late (Up late) Use your lips to manipulate, uh (Manipulate) Baby, how'd you do that, how'd you do that, make me need it? (Listen) Some nights you were baby (Baby) Some nights it was crazy (No) No, I'll never go back, never go back to that feeling  Baby, I ain't even wondering (Ah-ah) About everything we could've been (Ah-ah) Ever since you looked me in my eyes (Yeah) Turned around and said goodbye (Yeah, oh)  Oh, I got no more drama in my life (In my life) And it's such a blessing I'm so glad I finally realized (Yeah) I'm better without you I got no more drama in my life (Time of my life) And it's been amazing (Oh) I'm so glad I finally realized I'm better without you, oh Oh, no, oh, oh, oh, ooh-ooh ",No More Drama 
Elton John & Charlie Puth ,"  [Charlie Puth:] I lie awake and realize That you're better than my dreams Thought I found love so many times 'Til you showed me what it means  Oh, oh, nothing compares to you Oh no, baby They were just doing it wrong I gave up on love until you made me believe in it after all After all, mmm  [Elton John:] If you never fell out of the sky I don't know what I would do I wouldn't trade one thousand lives For the one I have with you  Oh, oh, nothing compares to you Oh no, baby They were just doing it wrong I gave up on love until you made me believe in it after all After all, oh, ah  [Charlie Puth:] Baby, after all, oh-oh-woah It's not the same, not the same, not the same, oh  [Elton John (Charlie Puth) {Both}:] Oh, oh, nothing compares to you Oh no, baby They were just doing it wrong (Doing it wrong) {I gave up on love until you made me believe in it after all} (After all) After {all, oh} Oh, oh, nothing compares to you Oh no, baby (Oh no, baby) They were just doin' it wrong (Doin' it wrong) {I gave up on love until you made me believe in it after all} (After all) After {all, oh} ",After All 
Charlie Puth ,"   Woah-oah, hm-hmm  You've been runnin' 'round, runnin' 'round, runnin' 'round Throwin' that dirt all on my name 'Cause you knew that I, knew that I, knew that I'd Call you up (call you up) You've been going 'round, going 'round, going 'round Every party in LA 'Cause you knew that I, knew that I, knew that I'd Be at one (be at one), oh  I know that dress is karma, perfume regret You got me thinking 'bout when you were mine, ooh And now I'm all up on ya, what you expect? But you're not coming home with me tonight  You just want attention What are you doing, huh huh? Doin', what are you doing, huh huh? You just want attention What are you doing, huh huh? Doin', what are you doing, huh huh? You just want attention You just want attention You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new Yeah, you just want attention, I knew from the start You're just making sure I'm never gettin' over you (over you), oh  You just want attention What are you doing, huh huh? Doin', what are you doing, huh huh? You just want attention What are you doing, huh huh? Doin', what are you doing, huh huh? You just want attention You just want attention You just want attention ",Attention (Bingo Players Remix) 
Charlie Puth ,"   Woah-oah, hm-hmm  You've been runnin' 'round, runnin' 'round, runnin' 'round Throwin' that dirt all on my name 'Cause you knew that I, knew that I, knew that I'd Call you up You've been going 'round, going 'round, going 'round Every party in LA 'Cause you knew that I, knew that I, knew that I'd Be at one, oh  I know that dress is karma, perfume regret You got me thinking 'bout when you were mine, ooh And now I'm all up on ya, what you expect? But you're not coming home with me tonight  You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new Yeah, you just want attention, I knew from the start You're just making sure I'm never gettin' over you  You just want attention Tention [x14] You just want a-  You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new Yeah, you just want attention, I knew from the start You're just making sure I'm never gettin' over you, oh  You just want attention Tention [x14] You just want a-  You just want attention ",Attention (David Guetta Remix) 
Charlie Puth ,"   Woah-oah, hm-hmm  You've been runnin' 'round, runnin' 'round, runnin' 'round Throwin' that dirt all on my name 'Cause you knew that I, knew that I, knew that I'd Call you up You've been going 'round, going 'round, going 'round Every party in LA 'Cause you knew that I, knew that I, knew that I'd Be at one, oh  I know that dress is karma, perfume regret You got me thinking 'bout when you were mine, ooh And now I'm all up on ya, what you expect? But you're not coming home with me tonight  You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new Yeah, you just want attention, I knew from the start You're just making sure I'm never gettin' over you, oh  You just want attention You just want attention You just want attention You just want attention Ohh  You've been runnin' 'round, runnin' 'round, runnin' 'round Throwin' that dirt all on my name 'Cause you knew that I, knew that I, knew that I'd Call you up Baby, now that we're, now that we're, now that we're Right here standin' face to face You already know, 'ready know, 'ready know That you won, oh  I know that dress is karma, perfume regret You got me thinking 'bout when you were mine, ooh And now I'm all up on ya, what you expect? (oh baby) But you're not coming home with me tonight, oh no  You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new (someone new) Yeah, you just want attention (oh), I knew from the start (the start) You're just making sure I'm never gettin' over you (over you), oh  You just want attention You just want attention You just want attention You just want attention  What are you doin' to me? What are you doin', huh? (What are you doin'?) What are you doin' to me? What are you doin', huh? (What are you doin'?) What are you doin' to me? What are you doin', huh? (What are you doin'?) What are you doin' to me? What are you doin', huh?  You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new Yeah, you just want attention, I knew from the start You're just making sure I'm never gettin' over you, oh  What are you doin' to me? (Hey) What are you doin', huh? (What are you doin', love?) What are you doin' to me? What are you doin', huh? (Yeah, you just want attention) What are you doin' to me? (I knew from the start) What are you doin' huh? (You're just making sure I'm never gettin' over you) What are you doin' to me? What are you doin', huh? ",Attention (Oliver Heldens Remix) 
Charlie Puth ,"  [KYLE:] Mh, who knew it I'd have to see you as a threat Now I just wanna see you less MTV, I'll be on the next, uh Yeah, I ain't try to place no blame, ooh Everything my mom said came, true She said we'd be better off friends Now that would make no sense, mmm  [Charlie Puth:] You've been runnin' 'round, runnin' 'round, runnin' 'round Throwin' that dirt all on my name 'Cause you knew that I, knew that I, knew that I'd Call you up You've been going 'round, going 'round, going 'round Every party in LA 'Cause you knew that I, knew that I, knew that I'd Be at one, oh  I know that dress is karma, perfume regret You got me thinking 'bout when you were mine, ooh And now I'm all up on ya, what you expect? But you're not coming home with me tonight  You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new Yeah, you just want attention, I knew from the start You're just making sure I'm never gettin' over you, oh  You've been runnin' 'round, runnin' 'round, runnin' 'round Throwin' that dirt all on my name 'Cause you knew that I, knew that I, knew that I'd Call you up Baby, now that we're, now that we're, now that we're Right here standin' face to face You already know, 'ready know, 'ready know That you won, oh  I know that dress is karma, perfume regret You got me thinking 'bout when you were mine, ooh And now I'm all up on ya, what you expect? (oh baby) But you're not coming home with me tonight, oh no  You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new (someone new) Yeah, you just want attention (oh), I knew from the start (the start) You're just making sure I'm never gettin' over you (over you), oh  What are you doin' to me? What are you doin', huh? (What are you doin'?) What are you doin' to me? What are you doin', huh? (What are you doin'?) What are you doin' to me? What are you doin', huh? (What are you doin'?) What are you doin' to me? What are you doin', huh?  [KYLE:] Psh Yeah, well I guess, uh You ain't been functioning at your best, uh Searchin' for attention in my mentions Like talking shit's the only way to get some, nope But you can try Trust me, baby, you ain't gon' be gettin' none of mine Other niggas maybe but I'm a different design 'Lotta suckers ask so I know you're doin' fine, yeah  [Charlie Puth:] You just want attention, you don't want my heart Maybe you just hate the thought of me with someone new Yeah, you just want attention, I knew from the start You're just making sure I'm never gettin' over you, oh (over you)  What are you doin' to me? (Hey) What are you doin', huh? (What are you doin', love?) What are you doin' to me? What are you doin', huh? (Yeah, you just want attention) What are you doin' to me? (I knew from the start) What are you doin' huh? (You're just making sure I'm never gettin' over you) What are you doin' to me? What are you doin', huh? ",Attention (Remix) 
Charlie Puth ,"   Midnight, lock all the doors Keep playing that song all day Just the sound of traffic The patron of you switching lanes San Diego, Hard Rock hotel Wondering why I came I said I'll try not to think of you If you say you don't feel the same  Ooohh, Ooohh Ohh, you're reluctant cause you know I'll leave you nothing to see Ooohh, Ooohh, I'll be self-destructing when your beautiful corruption touches me  Feels like the end of the world Right in this new poor town Ohh, I should have kept quiet Yeah I should have shut my stupid mouth  The long table The boomerang Travelling way down south And it's ironic cause it's probably the last time that you see me around  Ooohh, Ooohh Ohh, you're reluctant cause you know I'll leave you nothing to see Oh yeah Ooohh, Ooohh, I'll be self-destructing when your beautiful corruption touches me  I said I'll be self-destructing when your beautiful corruption touches me ",Beautiful Corruption 
Charlie Puth ,"   Alright gentlemen, I want you to repeat after me Just how I do it Ready?  Ra da da... Your turn! La da da... Very good! La da da... Go ahead now! La da da... Good golly! La da da... Bring it around now! La da da... Ladies ! La da da... Good golly!  La da da... Yeah!  Ladies and gentlemen May I present to you Mr Charlie Puth on keys! Aw yeah!  Bring the beat back!  Let me see your Betty Boop When the beat drops  Alright ladies and gentlemen That was very good We're going to do the whole thing one more time Follow my steps 2,3,4 and  Da da da... What'd I say? Da da da... Very good! La da da... Yes! La da da... Good golly! La da da... Bring it around now! Ra da da... Ladies! La da da... Good golly! La da da... Aw yeah! Let's bring it on home!  Aw yeah!  Bring the beat back!  Let me see your Betty Boop When the beat drops ",Betty Boop 
Charlie Puth ,"   'Cause I'm all that you want, girl All that you can have, girl Got me spread like a buffet Bon a, bon app̩tit, baby Appetite for seduction Fresh out the oven Melt in your mouth kind of lovin' Bon a, bon app̩tit, baby  Looks like you've been starving You've got those hungry eyes You could use some sugar 'Cause your levels ain't right I'm a five-star Michelin A Kobe flown in You want what I'm cooking, yeah  Let me take you Under candle light We can wine and dine A table for two, for two And it's okay If you take your time Eat with your hands, fine I'm on the menu  'Cause I'm all that you want, boy All that you can have, boy Got me spread like a buffet Bon a, bon app̩tit, baby Appetite for seduction Fresh out the oven Melt in your mouth kind of lovin' Bon a, bon app̩tit, baby  So you want some more Well, I'm open 24 Wanna keep you satisfied Customer's always right Hope you've got some room ... Gonna hit that sweet tooth, yeah  Let me take you Under candle light We can wine and dine A table for two, for two And it's okay If you take your time Eat with your hands, fine I'm on the menu  'Cause I'm all that you want, girl All that you can have, girl Got me spread like a buffet Bon a, bon app̩tit, baby Appetite for seduction Fresh out the oven Melt in your mouth kind of lovin' Bon a, bon app̩tit, baby  'Cause I'm all that you want, girl All that you can have, girl ...like a buffet Bon a, bon app̩tit, baby Appetite for seduction Fresh out the oven Melt in your mouth kind of lovin' Bon a, bon app̩tit, baby ",Bon App̩tit 
Charlie Puth & Emily Luther ,"   Well, I'm crying And I'm dying Cause I really thought that you would be the one And I tried to Stand beside you But it was over way before it had begun I like to think it's all ok And one day you'll come back and stay with me Come and stay with me  But now you're gone And I don't know if I can carry on (carry on)  I don't wanna hear no love songs And I don't wanna see you at all Cause I can't afford to have my heart, break again I just thought that maybe you'd change But you're still the same the same the same As you were back then I've had enough Enough of you And I can't let you break my heart again  Lately, everyday now I go to bed and sleep my life away 'till four Cause I don't know (cause I don't know) What it feels like (what it feels like) To not wake up and run a mile right to your door  You're still gone And I don't know if I can carry on (carry on)  I don't wanna hear no love songs And I don't wanna see you at all Cause I can't afford to have my heart, break again I just thought that maybe you'd change But you're still the same the same the same As you were back then I've had enough Enough of you And I can't let you break my heart again  Why you gotta break my heart again? And I can't keep holding on...  I don't wanna hear no love songs And I don't wanna see you at all Cause my hearts gonna break again  I've had enough Gave it my all Just thought you changed But I was wrong And now that you're gone (now that you're gone) You can't break my heart again  Again, you can't break my heart again ",Break Again 
Charlie Puth ,"   It started with a kiss on your momma's couch 2012 was nothin' serious And then we caught the feels, it got really real Too good to be true, I guess I thought you was, yeah  Why did I run away, run away, run away? Oh, your love was everything, everything, everything I know it's gettin' late, gettin' late, gettin' late But can I still be on my way, on my way? Yeah  I know I said goodbye and baby, you said it too But when I touch her, I feel like I'm cheatin' on you I thought that I'd be better when I found someone new But when I touch her, I feel like I'm cheatin' on you  Baby, no, oh Cheatin' on you Baby, no Oh, when I touch her, I feel like I'm cheatin' on you  Thought I could get you back any time of day Shouldn't have been so cocky, shouldn't have did you wrong And now I miss you bad, really, really bad Guess you don't know what you got until it's gone  Why did I run away, run away, run away? Oh, your love was everything, everything, everything I know it's gettin' late, gettin' late, gettin' late But can I still be on my way, on my way? Yeah  I know I said goodbye and baby, you said it too But when I touch her, I feel like I'm cheatin' on you I thought that I'd be better when I found someone new But when I touch her, I feel like I'm cheatin' on you  Baby, no, oh Cheatin' on you Baby, no Oh, when I touch her, I feel like I'm cheatin' on you  Baby, no There ain't no lips like your lips And nobody else feels like this There's no moving on, I'll admit If you go away Yeah  I know I said goodbye and baby, you said it too But when I touch her, I feel like I'm cheatin' on you I thought that I'd be better when I found someone new But when I touch her, I feel like I'm cheatin' on you  Baby, no, oh Cheatin' on you Baby, no Oh, when I touch her, I feel like I'm cheatin' on you  I said goodbye And you said goodbye ",Cheating On You 
Charlie Puth ,"   Yeah Somebody give me, uh Somebody give me the answer Me and you isn't the answer Me and you isn't Maybe I'm tellin' myself that But there ain't nothin' that'll change that What good would it be, if I knew how you felt about me?  It could've been right but I was wrong Only think 'bout you when I'm alone Part of me that cared inside it's gone And I know, that I can't, get caught up  We could've been And we tried to pretend Every now and again We don't dream about, don't think about what We could've been Though I'm holding it in 'Cause I know in the end You dream about, I think about what We could've been We could've been We could've, damn ",Could've Been 
5 Seconds Of Summer & Charlie Puth ,"   Is it easier to stay? Is it easier to go? I don't wanna know, oh But I know that I'm never, ever gonna change And you know you don't want it any other way  Why you always lookin' at your phone? Watchin' people you don't even know I can lay here by myself alone Self alone, yeah I don't want us to be enemies So I'm thinkin' maybe I should leave 'Cause you bringin' out the worst in me Worst in me, yeah  I love you so much that I hate you Right now, it's so hard to blame you 'Cause you're so damn beautiful So damn beautiful  Is it easier to stay? Is it easier to go? I don't wanna know, oh But I know that I'm never, ever gonna change And you know that you're always gonna stay the same Is it easier to stay? Is it easier to go? I don't wanna know, oh But I know that I'm never, ever gonna change And you know you don't want it any other way  Every time that you say you're gonna leave That's when you get the very best of me You know we need it like the air we breathe Air we breathe, yeah  I love you so much that I hate you (Oh) Right now, it's so hard to blame you (Oh) 'Cause you're so damn beautiful (Oh) You're so damn beautiful (Oh)  Is it easier to stay? Is it easier to go? I don't wanna know, oh But I know that I'm never, ever gonna change And you know that you're always gonna stay the same Is it easier to stay? Is it easier to go? I don't wanna know, oh (I don't wanna know) But I know that I'm never, ever gonna change And you know you don't want it any other way  The hardest part of all (Da-da-da-dum-da-da) Is that we're only built to fall (Is it easier?)  Is it easier to stay? Is it easier to go? I don't wanna know, oh (Oh) But I know that I'm never, ever gonna change And you know that you're always gonna stay the same (Is it easier?) Is it easier to stay? Is it easier to go? (Yeah) I don't wanna know, oh (Oh) But I know that I'm never, ever gonna change And you know you don't want it any other way  I love you so much that I hate you (Hate you) Right now, it's so hard to blame you 'Cause you're so damn beautiful ",Easier (Remix) 
Charlie Puth ,"   If, I'm gonna fall Will you promise me I'll always have a kingdom? 'Cause I, I have it all But you're taking everything I ever dreamed of  Oh, woah I'm scared of you now For putting me through this hell Saying Oh, woah I'm feeling the doubt A feeling I knew too well  If I don't Breathe a little Then I'm gonna end up losing everything If I don't Breathe a little Then I'll end up being my own worst enemy  If, I had a choice I suppose I'd have to do it all over 'Cause when, I hear your voice Part of me just wants to be a little closer  Oh, woah I'm scared of you now For putting me through this hell Saying Oh, woah I'm feeling the doubt A feeling I knew too well  If I don't Breathe a little Then I'm gonna end up losing everything If I don't Breathe a little Then I'll end up being my own worst enemy  Oh, woah I'm scared of you now You're not who you said you were Oh, woah woah I'm feeling the doubt Your face is just one big blur  If I don't Breathe a little Then I'm gonna end up losing everything If I don't Breathe a little Then I'll end up being my own worst enemy  If I don't Breathe a little If I don't Breathe a little ",Enemy 
Charlie Puth ,"   I saw your roommate on my way home I guess your new place, it must be close Somehow I see you everywhere I go That used to fuck me up I guess I heard enough  Had to love you, hate you, let you go Had to learn to be alone Used to feel so much, but now I don't  I finally forgot how to miss you, miss you, yeah Seeing you happy don't make me, make me sad It took a minute to get out of the dark Out of my head, out of my heart But I (Finally forgot how to) Finally forgot how to (Finally forgot how to) I finally forgot how to miss you  I seen those pictures of your new friends I used to wonder what you told them If you talked about us (About us) If you're still in love (In love) That used to fuck me up I guess I heard enough  Had to love you, hate you, let you go Had to learn to be alone Used to feel so much, but now I don't  I finally forgot how to miss you, miss you, yeah Seeing you happy don't make me, make me sad It took a minute to get out of the dark Out of my head, out of my heart But I (Finally forgot how to) Finally forgot how to (Finally forgot how to) I finally forgot how to  Wish that you were mine (You were mine) I've lost you but I'm not losing sleep at night (Sleep at night) It took a minute to get out of the dark Out of my head, out of my heart But I (Finally forgot how to) Finally forgot how to (Finally forgot how to) I finally forgot how to miss you  Oh, I finally forgot how to miss you Let you go, let you go Used to hurt but now I don't  I finally forgot how to miss you, miss you, yeah Seeing you happy don't make me, make me sad ",Forgot How To Miss You 
Charlie Puth ,"   They'll never know just who you are But they can't turn your bright star dark They'll try to hold your spirit down Couldn't do it then, can't do it now  They'll try to tell you who to be But they can't change the way you feel Can't tame a wild heart You are free, free  Free as the grass that's right under your feet Free as the sky underneath your wings Free as the wind and the river flowin' to the sea Free as the feeling they can't take from you No walls can keep your heart from your dream Free is just knowin' that you were born to To be free, free  They'll try to tell you where to go Try to put chains around your soul But they could never hold you back 'Cause you were built too strong for that Can't tame a wild heart  Free as the grass that's right under your feet Free as the sky underneath your wings Free as the wind and the river flowin' to the sea Free  Oh, no one's ever puttin' out that fire inside Feelin' free's the only way you feel alive With the wind at your back Runnin' fast and free  Free as the grass that's right under your feet Free as the sky underneath your wings Free as the wind and the river flowin' to the sea Free as the feeling they can't take from you No walls can keep your heart from your dream Free is just knowin' that you were born to To be free, yeah Free, yeah Free, free Free Oh, free ",Free 
